0.6, 1.13078, 1.11565, 1.19658, 1.44925
0.7, 1.47799, 1.93219, 2.87003, 1.77495
0.8, 2.03437, 2.77208, 3.94422, 2.29563
0.9, 2.4027, 3.86413, 7.33369, 4.93624
1, 2.5391, 4.67211, 19.9806, 50.2159
1.1, 2.99901, 5.55578, 8.31594, 48.0913
1.2, 3.05712, 6.94859, 34.399, 110.481
1.3, 3.31509, 7.50448, 32.6788, 120.194
1.4, 3.359, 7.55765, 36.1759, 129.229
